label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.5638476014137268,0.4863753318786621,-7.725895443400077e-07,0.4919494688510895,0.4393049478530884,-0.015711531043052673,0.44830501079559326,0.33174341917037964,-0.01803276315331459,0.4408406615257263,0.23964142799377441,-0.02333732508122921,0.44175589084625244,0.16962087154388428,-0.023376740515232086,0.49982795119285583,0.2576720118522644,0.012004787102341652,0.4880160093307495,0.201131671667099,-0.024120481684803963,0.49130088090896606,0.2817544937133789,-0.0407160259783268,0.5031178593635559,0.3329610824584961,-0.04439752921462059,0.5440644025802612,0.2606698274612427,0.005626637022942305,0.5288372039794922,0.1910218894481659,-0.03149039298295975,0.5251156687736511,0.29221075773239136,-0.03495388850569725,0.5400686264038086,0.3357134759426117,-0.024796919897198677,0.5905228853225708,0.27394771575927734,-0.008144392631947994,0.5772130489349365,0.20844992995262146,-0.04612492024898529,0.5654257535934448,0.3070324659347534,-0.028663314878940582,0.5754619836807251,0.34940025210380554,-0.003775995224714279,0.6413597464561462,0.2970854640007019,-0.02385217323899269,0.6277336478233337,0.23884683847427368,-0.04285859316587448,0.6104008555412292,0.2994101345539093,-0.026094181463122368,0.6137675046920776,0.33157065510749817,-0.0062956237234175205
A,0.5645559430122375,0.4870709180831909,-7.80627601670858e-07,0.4920566976070404,0.4385508596897125,-0.01487488392740488,0.44905567169189453,0.3315201997756958,-0.017046445980668068,0.4421718120574951,0.24011394381523132,-0.02248697355389595,0.44245386123657227,0.1707790344953537,-0.02260761335492134,0.5020822286605835,0.25714266300201416,0.012765171006321907,0.4894372820854187,0.2015383243560791,-0.02335195429623127,0.4917232096195221,0.28196945786476135,-0.040100064128637314,0.5031892657279968,0.3333768844604492,-0.043877966701984406,0.5463501214981079,0.2610289454460144,0.00602782191708684,0.5302891135215759,0.1936338245868683,-0.030751513317227364,0.5260400176048279,0.2939502000808716,-0.034229010343551636,0.5413134098052979,0.33588311076164246,-0.024375248700380325,0.59243243932724,0.2749399244785309,-0.00809894036501646,0.5783241987228394,0.21077963709831238,-0.04536733776330948,0.5662832260131836,0.3076460063457489,-0.027807015925645828,0.5770523548126221,0.3485124707221985,-0.0032502496615052223,0.6427743434906006,0.2985980212688446,-0.024192826822400093,0.6286240220069885,0.24139100313186646,-0.04236508533358574,0.6110144257545471,0.30054885149002075,-0.025477934628725052,0.6150879263877869,0.33180272579193115,-0.005853984039276838
A,0.5369470715522766,0.42860692739486694,-5.028818463870266e-07,0.5501242280006409,0.34909164905548096,0.021169478073716164,0.540349543094635,0.2762409448623657,0.024200672283768654,0.5101673603057861,0.23359258472919464,0.020777437835931778,0.47793442010879517,0.2183385193347931,0.018175674602389336,0.5588305592536926,0.21447217464447021,0.021082065999507904,0.4769183397293091,0.1913309097290039,0.011103792116045952,0.46623504161834717,0.2310274839401245,0.003876389702782035,0.4778635501861572,0.2587169408798218,0.00027843538555316627,0.5395960807800293,0.21570521593093872,0.004999053198844194,0.45233404636383057,0.21493598818778992,-0.00013483193470165133,0.4543687105178833,0.25735947489738464,0.0006538124871440232,0.475004106760025,0.27561745047569275,0.0003700721135828644,0.5146417617797852,0.22956860065460205,-0.010927385650575161,0.43693646788597107,0.23054450750350952,-0.012682916596531868,0.44130849838256836,0.27446627616882324,-0.005165955517441034,0.4622040092945099,0.289053738117218,-0.002544940449297428,0.48797279596328735,0.25153782963752747,-0.02634586952626705,0.4298369884490967,0.25490278005599976,-0.029342785477638245,0.4337379038333893,0.29245659708976746,-0.024876920506358147,0.4512009918689728,0.30685925483703613,-0.021014707162976265
A,0.5394631624221802,0.4377484619617462,-4.979062850907212e-07,0.5505261421203613,0.353352427482605,0.023715363815426826,0.5386724472045898,0.27696487307548523,0.02803920768201351,0.506912887096405,0.23363584280014038,0.025093404576182365,0.4741436839103699,0.2164294421672821,0.022950878366827965,0.5593875050544739,0.21842122077941895,0.028039475902915,0.476925253868103,0.1965348720550537,0.019721619784832,0.46757036447525024,0.23377424478530884,0.012165733613073826,0.47973862290382385,0.25661590695381165,0.007843993604183197,0.5404369235038757,0.21783754229545593,0.010526269674301147,0.4534068703651428,0.21953843533992767,0.007128654979169369,0.4584163725376129,0.2617182731628418,0.00724942097440362,0.4797348976135254,0.27808278799057007,0.006364834029227495,0.5158988237380981,0.23036637902259827,-0.006823097821325064,0.4382607042789459,0.23476988077163696,-0.006931631360203028,0.44582638144493103,0.2789367139339447,-0.0002566733746789396,0.4677928686141968,0.29209885001182556,0.0014872030587866902,0.48899325728416443,0.2509669065475464,-0.023659346625208855,0.43057844042778015,0.2568413019180298,-0.02560744434595108,0.4373778700828552,0.2945098578929901,-0.02148841693997383,0.4563433527946472,0.30758902430534363,-0.018098730593919754
A,0.46625685691833496,0.49540072679519653,-2.1326694366052834e-07,0.5386229753494263,0.46491682529449463,-0.0035014133900403976,0.573271632194519,0.37910181283950806,-0.0010009666439145803,0.5733785629272461,0.29774001240730286,0.003195301629602909,0.5638571381568909,0.24938902258872986,0.007168305106461048,0.530713677406311,0.27668797969818115,-0.0015864709857851267,0.5342977643013,0.27987831830978394,0.0009860998252406716,0.5350015163421631,0.32252150774002075,-0.003971325233578682,0.532240092754364,0.3460763692855835,-0.009587245061993599,0.48329126834869385,0.2708722949028015,5.3886575187789276e-05,0.4900512099266052,0.2905814051628113,0.013482681475579739,0.4938561022281647,0.3283711373806,0.012471974827349186,0.4924030005931854,0.35251128673553467,0.006404089275747538,0.44073569774627686,0.28666257858276367,0.002703107427805662,0.4482892155647278,0.30561819672584534,0.011919591575860977,0.4551335275173187,0.3375476598739624,0.012305745854973793,0.4562446177005768,0.3640117049217224,0.007879938930273056,0.40214651823043823,0.30990657210350037,0.00513842236250639,0.4095103442668915,0.32477492094039917,0.009210462681949139,0.41760560870170593,0.3537101745605469,0.012797833420336246,0.4197234511375427,0.37665826082229614,0.015107852406799793
A,0.46689772605895996,0.49384981393814087,-1.6663142332618008e-07,0.5388383269309998,0.46215420961380005,-0.003118622349575162,0.5728036761283875,0.3783571720123291,-0.0007167752482928336,0.5741994976997375,0.29888278245925903,0.0033994195982813835,0.5655898451805115,0.251310259103775,0.0071384357288479805,0.5292115807533264,0.27379313111305237,-0.0012488701613619924,0.5330557823181152,0.28092920780181885,0.0012615222949534655,0.5323775410652161,0.3231247365474701,-0.004061219282448292,0.5286310315132141,0.3464387059211731,-0.009756878018379211,0.4803656339645386,0.2704993784427643,0.00017201845184899867,0.48748576641082764,0.2858617305755615,0.013785158284008503,0.4916039705276489,0.32327479124069214,0.01367610227316618,0.4902055561542511,0.3495044410228729,0.008318011648952961,0.43754374980926514,0.2882135808467865,0.002524959621950984,0.44541147351264954,0.30407729744911194,0.012565316632390022,0.45236319303512573,0.3350788354873657,0.013919937424361706,0.45355886220932007,0.3622692823410034,0.010159172117710114,0.40010201930999756,0.3132355213165283,0.004593821242451668,0.4078926146030426,0.3253260850906372,0.010545247234404087,0.4153013825416565,0.3522709906101227,0.015291683375835419,0.41723427176475525,0.3742574155330658,0.01812627725303173
A,0.6942830085754395,0.5431411266326904,-4.5832655359845376e-07,0.6351597309112549,0.5324215888977051,-0.01663452759385109,0.5803669691085815,0.4948599934577942,-0.02520068548619747,0.5471600890159607,0.4510728716850281,-0.03532927483320236,0.5239729285240173,0.4109721779823303,-0.04265320673584938,0.6057505011558533,0.41608166694641113,0.0011826315894722939,0.5842469930648804,0.3848441541194916,-0.027205992490053177,0.6009818911552429,0.42960718274116516,-0.046146854758262634,0.6186084747314453,0.4688534438610077,-0.05395583063364029,0.6364925503730774,0.3996697962284088,-0.002215214306488633,0.611093282699585,0.3585476279258728,-0.03328889235854149,0.6261847615242004,0.41804394125938416,-0.04465700685977936,0.6436000466346741,0.4649121165275574,-0.04332515597343445,0.6702399253845215,0.3931702673435211,-0.010271965526044369,0.6494221687316895,0.36122944951057434,-0.041388463228940964,0.6600129008293152,0.42411935329437256,-0.03810226544737816,0.6714019775390625,0.46920543909072876,-0.02548128180205822,0.7074724435806274,0.3938595950603485,-0.019567908719182014,0.6864351630210876,0.3647938370704651,-0.038995418697595596,0.6857436895370483,0.4091745615005493,-0.03234352171421051,0.6896352767944336,0.4449865520000458,-0.0208110548555851
A,0.6010130643844604,0.5508848428726196,-5.365535002965771e-07,0.5456622242927551,0.5261310935020447,-0.014211883768439293,0.49793490767478943,0.45813700556755066,-0.01848042570054531,0.47735393047332764,0.39429715275764465,-0.02479560486972332,0.46295326948165894,0.3408224582672119,-0.028551016002893448,0.5218484401702881,0.3888953924179077,0.007235580589622259,0.5021472573280334,0.3603286147117615,-0.022293981164693832,0.5145901441574097,0.4124550521373749,-0.04227684065699577,0.5292409062385559,0.4609602093696594,-0.04991341009736061,0.556159496307373,0.381121963262558,0.0035097927320748568,0.5317258834838867,0.346726655960083,-0.025911234319210052,0.542090654373169,0.41095471382141113,-0.03626886010169983,0.5553795695304871,0.46229982376098633,-0.03455619513988495,0.5936779379844666,0.38251253962516785,-0.005492066964507103,0.5690523982048035,0.35214248299598694,-0.036097876727581024,0.5745424628257751,0.42061665654182434,-0.031009729951620102,0.5836378335952759,0.47093236446380615,-0.017305562272667885,0.6332101225852966,0.39160051941871643,-0.01576700247824192,0.607150673866272,0.36518406867980957,-0.036084242165088654,0.603518545627594,0.41424861550331116,-0.02863212861120701,0.6082195043563843,0.4531032145023346,-0.016067665070295334
A,0.5986337661743164,0.5488993525505066,-5.309099719852384e-07,0.5443952679634094,0.5250849723815918,-0.013982349075376987,0.49701324105262756,0.4589148461818695,-0.01859540492296219,0.47644704580307007,0.3952053189277649,-0.02530178427696228,0.46259382367134094,0.3414379060268402,-0.029365209862589836,0.5213925838470459,0.390876829624176,0.006736074108630419,0.5012335181236267,0.36044245958328247,-0.022331086918711662,0.5135191679000854,0.4111480712890625,-0.04170134291052818,0.528394341468811,0.45930731296539307,-0.04906049370765686,0.5548127293586731,0.3830547630786896,0.002828889759257436,0.5297069549560547,0.34513935446739197,-0.026201043277978897,0.5403155088424683,0.40750852227211,-0.03639883175492287,0.5535354018211365,0.4597107470035553,-0.034740149974823,0.5919257402420044,0.38384300470352173,-0.0062216054648160934,0.5662162899971008,0.3523417115211487,-0.03612641245126724,0.5726045966148376,0.4191974699497223,-0.0314677357673645,0.581964910030365,0.46962863206863403,-0.01840323396027088,0.6319229602813721,0.39178550243377686,-0.01653890125453472,0.6038371324539185,0.36730465292930603,-0.03622371703386307,0.6008908152580261,0.4140594005584717,-0.029324542731046677,0.606221616268158,0.4520433247089386,-0.01754748821258545
A,0.5895418524742126,0.614154040813446,-3.501851892906416e-07,0.5725576877593994,0.5358578562736511,-0.003576863557100296,0.5495849847793579,0.4490911364555359,-0.016200603917241096,0.5245625376701355,0.39051514863967896,-0.02872234769165516,0.4972572922706604,0.36002272367477417,-0.04079623892903328,0.5705567598342896,0.41038885712623596,-0.0404079370200634,0.4824550747871399,0.39442819356918335,-0.06691407412290573,0.4720614552497864,0.42436692118644714,-0.0725436732172966,0.48681458830833435,0.44149303436279297,-0.07304725795984268,0.5712161064147949,0.4585449695587158,-0.052333179861307144,0.4653380513191223,0.4439077079296112,-0.07872803509235382,0.470432847738266,0.47293609380722046,-0.07466796785593033,0.49471861124038696,0.4821849465370178,-0.07055756449699402,0.5631989240646362,0.5138558745384216,-0.0643472895026207,0.46478140354156494,0.5053231120109558,-0.09055862575769424,0.4792044162750244,0.5305795073509216,-0.07789340615272522,0.5080791711807251,0.5341276526451111,-0.06692379713058472,0.5507856011390686,0.5703346133232117,-0.07555395364761353,0.47008204460144043,0.5562143921852112,-0.09611572325229645,0.48370978236198425,0.5731235146522522,-0.08998130261898041,0.5122271180152893,0.5760449767112732,-0.08265252411365509
